prompt,color,estilo,elemento,posicion
"Camiseta con imagen de automóvil, color verde, estilo deportivo, posición centrado",verde,deportivo,automóvil,centrado
"Quiero estampado de automóvil en zona esquina, color blanco, estilo vintage",blanco,vintage,automóvil,esquina
"Crear camiseta de estilo minimalista con motivo de árbol en color azul, zona espalda",azul,minimalista,árbol,espalda
"Generar camiseta de estilo deportivo, color rojo, imagen de sol en zona centrado",rojo,deportivo,sol,centrado
"Diseño para camiseta: calavera en posición espalda, color rojo, estilo visual deportivo",rojo,deportivo,calavera,espalda
"Camiseta con imagen de dragón, color gris, estilo minimalista, posición centrado",gris,minimalista,dragón,centrado
"Quiero estampado de automóvil en zona centrado, color gris, estilo retro",gris,retro,automóvil,centrado
"Necesito una camiseta con gráfico de guitarra en zona esquina, color blanco, estilo retro",blanco,retro,guitarra,esquina
"Camiseta color azul, estilo deportivo, con estampado de árbol en zona pecho",azul,deportivo,árbol,pecho
"Quiero estampado de calavera en zona espalda, color azul, estilo deportivo",azul,deportivo,calavera,espalda
"Camiseta con imagen de calavera, color verde, estilo urbano, posición centrado",verde,urbano,calavera,centrado
"Diseño para camiseta: águila en posición pecho, color gris, estilo visual deportivo",gris,deportivo,águila,pecho
"Quiero una camiseta con diseño de calavera en estilo vintage, color blanco, posición pecho",blanco,vintage,calavera,pecho
Camiseta de color blanco con motivo vintage de lobo en la zona pecho,blanco,vintage,lobo,pecho
"Crear camiseta de estilo retro con motivo de dragón en color azul, zona centrado",azul,retro,dragón,centrado
"Quiero una camiseta con diseño de automóvil en estilo retro, color negro, posición centrado",negro,retro,automóvil,centrado
"Quiero diseño de calavera en camiseta color blanco, estilo minimalista, ubicado en centrado",blanco,minimalista,calavera,centrado
"Diseño de camiseta: gráfico de calavera, color negro, estilo urbano, posición esquina",negro,urbano,calavera,esquina
"Diseño de camiseta: gráfico de montaña, color negro, estilo minimalista, posición espalda",negro,minimalista,montaña,espalda
Camiseta de color rojo con motivo deportivo de sol en la zona centrado,rojo,deportivo,sol,centrado
"Quiero estampado de dragón en zona centrado, color azul, estilo urbano",azul,urbano,dragón,centrado
"Crear camiseta de estilo deportivo con motivo de automóvil en color blanco, zona pecho",blanco,deportivo,automóvil,pecho
"Quiero diseño de texto en camiseta color blanco, estilo vintage, ubicado en pecho",blanco,vintage,texto,pecho
"Camiseta con estampado de calavera, color principal verde, estilo visual vintage, zona centrado",verde,vintage,calavera,centrado
"Diseño para camiseta: montaña en posición espalda, color verde, estilo visual vintage",verde,vintage,montaña,espalda
"Camiseta color rojo, estilo deportivo, con estampado de árbol en zona centrado",rojo,deportivo,árbol,centrado
"Camiseta con estampado de árbol, color principal verde, estilo visual minimalista, zona centrado",verde,minimalista,árbol,centrado
"Diseño para camiseta: automóvil en posición centrado, color gris, estilo visual urbano",gris,urbano,automóvil,centrado
"Generar camiseta de estilo deportivo, color verde, imagen de árbol en zona pecho",verde,deportivo,árbol,pecho
"Quiero diseño de automóvil en camiseta color azul, estilo deportivo, ubicado en esquina",azul,deportivo,automóvil,esquina
"Camiseta color azul, estilo retro, con estampado de dragón en zona pecho",azul,retro,dragón,pecho
"Diseño para camiseta: montaña en posición centrado, color gris, estilo visual deportivo",gris,deportivo,montaña,centrado
"Diseño para camiseta: automóvil en posición esquina, color rojo, estilo visual urbano",rojo,urbano,automóvil,esquina
"Crear camiseta de estilo vintage con motivo de lobo en color azul, zona pecho",azul,vintage,lobo,pecho
"Quiero una camiseta con diseño de águila en estilo retro, color azul, posición pecho",azul,retro,águila,pecho
"Generar camiseta de estilo urbano, color gris, imagen de calavera en zona esquina",gris,urbano,calavera,esquina
"Diseño para camiseta: automóvil en posición espalda, color verde, estilo visual retro",verde,retro,automóvil,espalda
"Generar camiseta de estilo urbano, color negro, imagen de guitarra en zona pecho",negro,urbano,guitarra,pecho
"Diseño de camiseta: gráfico de texto, color negro, estilo retro, posición espalda",negro,retro,texto,espalda
"Necesito una camiseta con gráfico de calavera en zona pecho, color blanco, estilo retro",blanco,retro,calavera,pecho
"Generar camiseta de estilo urbano, color verde, imagen de águila en zona esquina",verde,urbano,águila,esquina
"Diseñar camiseta: elemento gráfico montaña, color azul, estilo urbano, ubicación espalda",azul,urbano,montaña,espalda
"Diseño de camiseta: gráfico de árbol, color blanco, estilo deportivo, posición esquina",blanco,deportivo,árbol,esquina
"Camiseta color negro, estilo deportivo, con estampado de automóvil en zona pecho",negro,deportivo,automóvil,pecho
"Quiero una camiseta con diseño de árbol en estilo minimalista, color verde, posición esquina",verde,minimalista,árbol,esquina
"Quiero una camiseta con diseño de texto en estilo minimalista, color verde, posición espalda",verde,minimalista,texto,espalda
"Quiero diseño de calavera en camiseta color gris, estilo deportivo, ubicado en espalda",gris,deportivo,calavera,espalda
"Quiero una camiseta con diseño de montaña en estilo minimalista, color azul, posición centrado",azul,minimalista,montaña,centrado
"Quiero una camiseta con diseño de dragón en estilo retro, color rojo, posición centrado",rojo,retro,dragón,centrado
"Diseño para camiseta: águila en posición centrado, color negro, estilo visual urbano",negro,urbano,águila,centrado
"Quiero una camiseta con diseño de guitarra en estilo vintage, color negro, posición espalda",negro,vintage,guitarra,espalda
"Crear camiseta de estilo urbano con motivo de texto en color rojo, zona esquina",rojo,urbano,texto,esquina
"Crear camiseta de estilo retro con motivo de árbol en color blanco, zona esquina",blanco,retro,árbol,esquina
"Generar camiseta de estilo urbano, color blanco, imagen de sol en zona centrado",blanco,urbano,sol,centrado
Camiseta de color negro con motivo urbano de automóvil en la zona pecho,negro,urbano,automóvil,pecho
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo deportivo, ubicación esquina",gris,deportivo,dragón,esquina
"Quiero estampado de montaña en zona espalda, color gris, estilo minimalista",gris,minimalista,montaña,espalda
"Camiseta de color azul, diseño de calavera, estilo urbano, zona esquina",azul,urbano,calavera,esquina
"Camiseta con imagen de sol, color gris, estilo deportivo, posición centrado",gris,deportivo,sol,centrado
"Quiero estampado de texto en zona espalda, color gris, estilo retro",gris,retro,texto,espalda
"Quiero estampado de guitarra en zona esquina, color verde, estilo minimalista",verde,minimalista,guitarra,esquina
"Generar camiseta de estilo deportivo, color blanco, imagen de montaña en zona espalda",blanco,deportivo,montaña,espalda
"Diseño de camiseta: gráfico de calavera, color negro, estilo vintage, posición centrado",negro,vintage,calavera,centrado
"Quiero una camiseta con diseño de árbol en estilo urbano, color verde, posición espalda",verde,urbano,árbol,espalda
"Diseño para camiseta: guitarra en posición centrado, color rojo, estilo visual retro",rojo,retro,guitarra,centrado
"Generar camiseta de estilo retro, color azul, imagen de sol en zona pecho",azul,retro,sol,pecho
"Quiero diseño de águila en camiseta color gris, estilo urbano, ubicado en espalda",gris,urbano,águila,espalda
"Diseño de camiseta: gráfico de águila, color blanco, estilo minimalista, posición pecho",blanco,minimalista,águila,pecho
Camiseta de color azul con motivo urbano de sol en la zona esquina,azul,urbano,sol,esquina
"Diseño para camiseta: montaña en posición pecho, color azul, estilo visual retro",azul,retro,montaña,pecho
"Quiero diseño de automóvil en camiseta color rojo, estilo retro, ubicado en esquina",rojo,retro,automóvil,esquina
"Crear camiseta de estilo urbano con motivo de automóvil en color negro, zona pecho",negro,urbano,automóvil,pecho
"Camiseta de color rojo, diseño de águila, estilo minimalista, zona pecho",rojo,minimalista,águila,pecho
"Necesito una camiseta con gráfico de texto en zona espalda, color blanco, estilo retro",blanco,retro,texto,espalda
"Camiseta con imagen de guitarra, color verde, estilo minimalista, posición centrado",verde,minimalista,guitarra,centrado
"Necesito una camiseta con gráfico de automóvil en zona pecho, color gris, estilo minimalista",gris,minimalista,automóvil,pecho
"Generar camiseta de estilo retro, color blanco, imagen de dragón en zona espalda",blanco,retro,dragón,espalda
"Quiero una camiseta con diseño de dragón en estilo minimalista, color verde, posición centrado",verde,minimalista,dragón,centrado
"Camiseta con imagen de árbol, color blanco, estilo deportivo, posición pecho",blanco,deportivo,árbol,pecho
"Quiero estampado de lobo en zona esquina, color gris, estilo deportivo",gris,deportivo,lobo,esquina
"Camiseta con estampado de águila, color principal verde, estilo visual retro, zona centrado",verde,retro,águila,centrado
"Diseñar camiseta: elemento gráfico sol, color azul, estilo vintage, ubicación centrado",azul,vintage,sol,centrado
"Diseño de camiseta: gráfico de árbol, color rojo, estilo deportivo, posición pecho",rojo,deportivo,árbol,pecho
"Camiseta color blanco, estilo retro, con estampado de águila en zona pecho",blanco,retro,águila,pecho
"Camiseta con estampado de árbol, color principal blanco, estilo visual retro, zona espalda",blanco,retro,árbol,espalda
"Quiero diseño de guitarra en camiseta color gris, estilo retro, ubicado en centrado",gris,retro,guitarra,centrado
"Quiero una camiseta con diseño de guitarra en estilo urbano, color rojo, posición pecho",rojo,urbano,guitarra,pecho
"Generar camiseta de estilo minimalista, color azul, imagen de águila en zona pecho",azul,minimalista,águila,pecho
"Quiero diseño de árbol en camiseta color gris, estilo retro, ubicado en pecho",gris,retro,árbol,pecho
"Quiero estampado de automóvil en zona pecho, color azul, estilo retro",azul,retro,automóvil,pecho
"Generar camiseta de estilo vintage, color azul, imagen de calavera en zona espalda",azul,vintage,calavera,espalda
"Quiero una camiseta con diseño de lobo en estilo urbano, color rojo, posición espalda",rojo,urbano,lobo,espalda
Camiseta de color blanco con motivo minimalista de árbol en la zona pecho,blanco,minimalista,árbol,pecho
"Necesito una camiseta con gráfico de dragón en zona esquina, color rojo, estilo minimalista",rojo,minimalista,dragón,esquina
"Camiseta con imagen de árbol, color verde, estilo urbano, posición espalda",verde,urbano,árbol,espalda
"Camiseta con estampado de automóvil, color principal azul, estilo visual deportivo, zona esquina",azul,deportivo,automóvil,esquina
Camiseta de color verde con motivo urbano de automóvil en la zona espalda,verde,urbano,automóvil,espalda
"Diseño para camiseta: guitarra en posición centrado, color blanco, estilo visual vintage",blanco,vintage,guitarra,centrado
"Quiero diseño de águila en camiseta color azul, estilo vintage, ubicado en espalda",azul,vintage,águila,espalda
"Quiero estampado de dragón en zona pecho, color gris, estilo urbano",gris,urbano,dragón,pecho
Camiseta de color rojo con motivo deportivo de guitarra en la zona pecho,rojo,deportivo,guitarra,pecho
"Quiero diseño de texto en camiseta color verde, estilo minimalista, ubicado en pecho",verde,minimalista,texto,pecho
"Camiseta con imagen de árbol, color negro, estilo deportivo, posición pecho",negro,deportivo,árbol,pecho
"Camiseta con imagen de guitarra, color gris, estilo retro, posición espalda",gris,retro,guitarra,espalda
"Diseño de camiseta: gráfico de calavera, color azul, estilo deportivo, posición esquina",azul,deportivo,calavera,esquina
"Diseño de camiseta: gráfico de guitarra, color blanco, estilo urbano, posición espalda",blanco,urbano,guitarra,espalda
"Quiero estampado de automóvil en zona esquina, color negro, estilo retro",negro,retro,automóvil,esquina
"Camiseta de color azul, diseño de sol, estilo vintage, zona pecho",azul,vintage,sol,pecho
"Camiseta con imagen de sol, color azul, estilo vintage, posición esquina",azul,vintage,sol,esquina
"Diseño de camiseta: gráfico de automóvil, color negro, estilo urbano, posición espalda",negro,urbano,automóvil,espalda
"Quiero diseño de automóvil en camiseta color gris, estilo retro, ubicado en esquina",gris,retro,automóvil,esquina
"Crear camiseta de estilo urbano con motivo de lobo en color gris, zona espalda",gris,urbano,lobo,espalda
