id,prompt,color,estilo,elemento,posicion
1845,"Diseño de camiseta: gráfico de montaña, color gris, estilo vintage, posición esquina",gris,vintage,montaña,esquina
1846,"Camiseta de color rojo, diseño de automóvil, estilo retro, zona pecho",rojo,retro,automóvil,pecho
1847,"Camiseta de color gris, diseño de guitarra, estilo vintage, zona espalda",gris,vintage,guitarra,espalda
1848,"Camiseta color azul, estilo urbano, con estampado de calavera en zona centrado",azul,urbano,calavera,centrado
1849,"Quiero diseño de montaña en camiseta color rojo, estilo retro, ubicado en espalda",rojo,retro,montaña,espalda
1850,"Diseño para camiseta: calavera en posición centrado, color rojo, estilo visual deportivo",rojo,deportivo,calavera,centrado
1851,"Diseño para camiseta: sol en posición pecho, color blanco, estilo visual minimalista",blanco,minimalista,sol,pecho
1852,"Diseño de camiseta: gráfico de sol, color negro, estilo vintage, posición pecho",negro,vintage,sol,pecho
1853,"Quiero una camiseta con diseño de calavera en estilo deportivo, color gris, posición pecho",gris,deportivo,calavera,pecho
1854,"Camiseta color rojo, estilo retro, con estampado de lobo en zona pecho",rojo,retro,lobo,pecho
1855,"Crear camiseta de estilo retro con motivo de árbol en color verde, zona esquina",verde,retro,árbol,esquina
1856,"Camiseta color rojo, estilo urbano, con estampado de montaña en zona centrado",rojo,urbano,montaña,centrado
1857,"Quiero una camiseta con diseño de calavera en estilo urbano, color negro, posición centrado",negro,urbano,calavera,centrado
1858,"Quiero una camiseta con diseño de dragón en estilo deportivo, color azul, posición espalda",azul,deportivo,dragón,espalda
1859,"Generar camiseta de estilo vintage, color negro, imagen de árbol en zona centrado",negro,vintage,árbol,centrado
1860,"Camiseta con imagen de águila, color negro, estilo retro, posición espalda",negro,retro,águila,espalda
1861,"Diseñar camiseta: elemento gráfico dragón, color azul, estilo vintage, ubicación espalda",azul,vintage,dragón,espalda
1862,"Quiero una camiseta con diseño de guitarra en estilo retro, color blanco, posición centrado",blanco,retro,guitarra,centrado
1863,"Diseñar camiseta: elemento gráfico dragón, color gris, estilo retro, ubicación centrado",gris,retro,dragón,centrado
1864,"Necesito una camiseta con gráfico de sol en zona esquina, color negro, estilo deportivo",negro,deportivo,sol,esquina
1865,"Camiseta con imagen de texto, color verde, estilo urbano, posición pecho",verde,urbano,texto,pecho
1866,"Diseño de camiseta: gráfico de guitarra, color azul, estilo deportivo, posición espalda",azul,deportivo,guitarra,espalda
1867,"Camiseta con imagen de automóvil, color verde, estilo deportivo, posición centrado",verde,deportivo,automóvil,centrado
1868,"Quiero estampado de automóvil en zona esquina, color blanco, estilo vintage",blanco,vintage,automóvil,esquina
1869,"Crear camiseta de estilo minimalista con motivo de árbol en color azul, zona espalda",azul,minimalista,árbol,espalda
1870,"Generar camiseta de estilo deportivo, color rojo, imagen de sol en zona centrado",rojo,deportivo,sol,centrado
1871,"Diseño para camiseta: calavera en posición espalda, color rojo, estilo visual deportivo",rojo,deportivo,calavera,espalda
1872,"Camiseta con imagen de dragón, color gris, estilo minimalista, posición centrado",gris,minimalista,dragón,centrado
1873,"Quiero estampado de automóvil en zona centrado, color gris, estilo retro",gris,retro,automóvil,centrado
1874,"Necesito una camiseta con gráfico de guitarra en zona esquina, color blanco, estilo retro",blanco,retro,guitarra,esquina
1875,"Camiseta color azul, estilo deportivo, con estampado de árbol en zona pecho",azul,deportivo,árbol,pecho
1876,"Quiero estampado de calavera en zona espalda, color azul, estilo deportivo",azul,deportivo,calavera,espalda
1877,"Camiseta con imagen de calavera, color verde, estilo urbano, posición centrado",verde,urbano,calavera,centrado
1878,"Diseño para camiseta: águila en posición pecho, color gris, estilo visual deportivo",gris,deportivo,águila,pecho
1879,"Quiero una camiseta con diseño de calavera en estilo vintage, color blanco, posición pecho",blanco,vintage,calavera,pecho
1880,Camiseta de color blanco con motivo vintage de lobo en la zona pecho,blanco,vintage,lobo,pecho
1881,"Crear camiseta de estilo retro con motivo de dragón en color azul, zona centrado",azul,retro,dragón,centrado
1882,"Quiero una camiseta con diseño de automóvil en estilo retro, color negro, posición centrado",negro,retro,automóvil,centrado
1883,"Quiero diseño de calavera en camiseta color blanco, estilo minimalista, ubicado en centrado",blanco,minimalista,calavera,centrado
1884,"Diseño de camiseta: gráfico de calavera, color negro, estilo urbano, posición esquina",negro,urbano,calavera,esquina
1885,"Diseño de camiseta: gráfico de montaña, color negro, estilo minimalista, posición espalda",negro,minimalista,montaña,espalda
1886,Camiseta de color rojo con motivo deportivo de sol en la zona centrado,rojo,deportivo,sol,centrado
1887,"Quiero estampado de dragón en zona centrado, color azul, estilo urbano",azul,urbano,dragón,centrado
1888,"Crear camiseta de estilo deportivo con motivo de automóvil en color blanco, zona pecho",blanco,deportivo,automóvil,pecho
1889,"Quiero diseño de texto en camiseta color blanco, estilo vintage, ubicado en pecho",blanco,vintage,texto,pecho
1890,"Camiseta con estampado de calavera, color principal verde, estilo visual vintage, zona centrado",verde,vintage,calavera,centrado
1891,"Diseño para camiseta: montaña en posición espalda, color verde, estilo visual vintage",verde,vintage,montaña,espalda
1892,"Camiseta color rojo, estilo deportivo, con estampado de árbol en zona centrado",rojo,deportivo,árbol,centrado
1893,"Camiseta con estampado de árbol, color principal verde, estilo visual minimalista, zona centrado",verde,minimalista,árbol,centrado
1894,"Diseño para camiseta: automóvil en posición centrado, color gris, estilo visual urbano",gris,urbano,automóvil,centrado
1895,"Generar camiseta de estilo deportivo, color verde, imagen de árbol en zona pecho",verde,deportivo,árbol,pecho
1896,"Quiero diseño de automóvil en camiseta color azul, estilo deportivo, ubicado en esquina",azul,deportivo,automóvil,esquina
1897,"Camiseta color azul, estilo retro, con estampado de dragón en zona pecho",azul,retro,dragón,pecho
1898,"Diseño para camiseta: montaña en posición centrado, color gris, estilo visual deportivo",gris,deportivo,montaña,centrado
1899,"Diseño para camiseta: automóvil en posición esquina, color rojo, estilo visual urbano",rojo,urbano,automóvil,esquina
1900,"Crear camiseta de estilo vintage con motivo de lobo en color azul, zona pecho",azul,vintage,lobo,pecho
1901,"Quiero una camiseta con diseño de águila en estilo retro, color azul, posición pecho",azul,retro,águila,pecho
1902,"Generar camiseta de estilo urbano, color gris, imagen de calavera en zona esquina",gris,urbano,calavera,esquina
1903,"Diseño para camiseta: automóvil en posición espalda, color verde, estilo visual retro",verde,retro,automóvil,espalda
1904,"Generar camiseta de estilo urbano, color negro, imagen de guitarra en zona pecho",negro,urbano,guitarra,pecho
1905,"Diseño de camiseta: gráfico de texto, color negro, estilo retro, posición espalda",negro,retro,texto,espalda
1906,"Necesito una camiseta con gráfico de calavera en zona pecho, color blanco, estilo retro",blanco,retro,calavera,pecho
1907,"Generar camiseta de estilo urbano, color verde, imagen de águila en zona esquina",verde,urbano,águila,esquina
1908,"Diseñar camiseta: elemento gráfico montaña, color azul, estilo urbano, ubicación espalda",azul,urbano,montaña,espalda
1909,"Diseño de camiseta: gráfico de árbol, color blanco, estilo deportivo, posición esquina",blanco,deportivo,árbol,esquina
1910,"Camiseta color negro, estilo deportivo, con estampado de automóvil en zona pecho",negro,deportivo,automóvil,pecho
1911,"Quiero una camiseta con diseño de árbol en estilo minimalista, color verde, posición esquina",verde,minimalista,árbol,esquina
1912,"Quiero una camiseta con diseño de texto en estilo minimalista, color verde, posición espalda",verde,minimalista,texto,espalda
1913,"Quiero diseño de calavera en camiseta color gris, estilo deportivo, ubicado en espalda",gris,deportivo,calavera,espalda
1914,"Quiero una camiseta con diseño de montaña en estilo minimalista, color azul, posición centrado",azul,minimalista,montaña,centrado
1915,"Quiero una camiseta con diseño de dragón en estilo retro, color rojo, posición centrado",rojo,retro,dragón,centrado
1916,"Diseño para camiseta: águila en posición centrado, color negro, estilo visual urbano",negro,urbano,águila,centrado
1917,"Quiero una camiseta con diseño de guitarra en estilo vintage, color negro, posición espalda",negro,vintage,guitarra,espalda
1918,"Crear camiseta de estilo urbano con motivo de texto en color rojo, zona esquina",rojo,urbano,texto,esquina
1919,"Crear camiseta de estilo retro con motivo de árbol en color blanco, zona esquina",blanco,retro,árbol,esquina
1920,"Generar camiseta de estilo urbano, color blanco, imagen de sol en zona centrado",blanco,urbano,sol,centrado
1921,Camiseta de color negro con motivo urbano de automóvil en la zona pecho,negro,urbano,automóvil,pecho
1922,"Diseñar camiseta: elemento gráfico dragón, color gris, estilo deportivo, ubicación esquina",gris,deportivo,dragón,esquina
1923,"Quiero estampado de montaña en zona espalda, color gris, estilo minimalista",gris,minimalista,montaña,espalda
1924,"Camiseta de color azul, diseño de calavera, estilo urbano, zona esquina",azul,urbano,calavera,esquina
1925,"Camiseta con imagen de sol, color gris, estilo deportivo, posición centrado",gris,deportivo,sol,centrado
1926,"Quiero estampado de texto en zona espalda, color gris, estilo retro",gris,retro,texto,espalda
1927,"Quiero estampado de guitarra en zona esquina, color verde, estilo minimalista",verde,minimalista,guitarra,esquina
1928,"Generar camiseta de estilo deportivo, color blanco, imagen de montaña en zona espalda",blanco,deportivo,montaña,espalda
1929,"Diseño de camiseta: gráfico de calavera, color negro, estilo vintage, posición centrado",negro,vintage,calavera,centrado
1930,"Quiero una camiseta con diseño de árbol en estilo urbano, color verde, posición espalda",verde,urbano,árbol,espalda
1931,"Diseño para camiseta: guitarra en posición centrado, color rojo, estilo visual retro",rojo,retro,guitarra,centrado
1932,"Generar camiseta de estilo retro, color azul, imagen de sol en zona pecho",azul,retro,sol,pecho
1933,"Quiero diseño de águila en camiseta color gris, estilo urbano, ubicado en espalda",gris,urbano,águila,espalda
1934,"Diseño de camiseta: gráfico de águila, color blanco, estilo minimalista, posición pecho",blanco,minimalista,águila,pecho
1935,Camiseta de color azul con motivo urbano de sol en la zona esquina,azul,urbano,sol,esquina
1936,"Diseño para camiseta: montaña en posición pecho, color azul, estilo visual retro",azul,retro,montaña,pecho
1937,"Quiero diseño de automóvil en camiseta color rojo, estilo retro, ubicado en esquina",rojo,retro,automóvil,esquina
1938,"Crear camiseta de estilo urbano con motivo de automóvil en color negro, zona pecho",negro,urbano,automóvil,pecho
1939,"Camiseta de color rojo, diseño de águila, estilo minimalista, zona pecho",rojo,minimalista,águila,pecho
1940,"Necesito una camiseta con gráfico de texto en zona espalda, color blanco, estilo retro",blanco,retro,texto,espalda
1941,"Camiseta con imagen de guitarra, color verde, estilo minimalista, posición centrado",verde,minimalista,guitarra,centrado
1942,"Necesito una camiseta con gráfico de automóvil en zona pecho, color gris, estilo minimalista",gris,minimalista,automóvil,pecho
1943,"Generar camiseta de estilo retro, color blanco, imagen de dragón en zona espalda",blanco,retro,dragón,espalda
1944,"Quiero una camiseta con diseño de dragón en estilo minimalista, color verde, posición centrado",verde,minimalista,dragón,centrado
1945,"Camiseta con imagen de árbol, color blanco, estilo deportivo, posición pecho",blanco,deportivo,árbol,pecho
1946,"Quiero estampado de lobo en zona esquina, color gris, estilo deportivo",gris,deportivo,lobo,esquina
1947,"Camiseta con estampado de águila, color principal verde, estilo visual retro, zona centrado",verde,retro,águila,centrado
1948,"Diseñar camiseta: elemento gráfico sol, color azul, estilo vintage, ubicación centrado",azul,vintage,sol,centrado
1949,"Diseño de camiseta: gráfico de árbol, color rojo, estilo deportivo, posición pecho",rojo,deportivo,árbol,pecho
1950,"Camiseta color blanco, estilo retro, con estampado de águila en zona pecho",blanco,retro,águila,pecho
1951,"Camiseta con estampado de árbol, color principal blanco, estilo visual retro, zona espalda",blanco,retro,árbol,espalda
1952,"Quiero diseño de guitarra en camiseta color gris, estilo retro, ubicado en centrado",gris,retro,guitarra,centrado
1953,"Quiero una camiseta con diseño de guitarra en estilo urbano, color rojo, posición pecho",rojo,urbano,guitarra,pecho
1954,"Generar camiseta de estilo minimalista, color azul, imagen de águila en zona pecho",azul,minimalista,águila,pecho
